Job Title,Job Description,Skills,Certifications
CLOUD SYSTEM ENGINEER,"Engineers cloud infrastructure, implementing automation and ensuring system reliability.","AWS, Automation, Azure, Backup, Cloud Platforms, Docker, GCP, Kubernetes, Linux, Networking, Scripting, Shell Scripting, System Engineering, Terraform, Virtualization, Windows Server","AWS Certified Advanced Networking - Specialty, Red Hat Certified Specialist in OpenShift Administration"
PLATFORM ENGINEER,"Develops and maintains platform infrastructure, enabling efficient software development and deployment.","Automation, Cloud Computing, DevOps Practices, Platform Engineering","Terraform Associate Certification, Kubernetes Certified Application Developer (CKAD)"
SOFTWARE QUALITY ASSURANCE ANALYST,Ensures software quality through testing and reporting.,"QA Processes, Reporting, Test Execution, Test Planning","ISTQB Foundation Level Certification, Certified Software Quality Analyst (CSQA)"
UI (USER INTERFACE) DESIGNER,"Designs user interfaces, ensuring usability and aesthetic appeal.","Adobe XD, CSS, Canva, Figma, HTML, Illustrator, JavaScript, Photoshop, Prototyping, UI Design, Usability Testing, User Research, Wireframing","Google UX Design Certificate, Nielsen Norman Group UX Certification"
TECHNICAL ACCOUNT MANAGER,"Manages customer accounts, providing technical support and building relationships.","Account Management, Agile, Budgeting, Communication, Customer Relationship Management, Leadership, Project Planning, Sales, Scrum, Technical Support","AWS Certified Cloud Practitioner, Google Cloud Digital Leader"
IT SALES EXECUTIVE,"Sells technology solutions, developing sales strategies and building customer relationships.","Customer Relationship Management, Sales, Sales Strategy, Technology Solutions","HubSpot Inbound Sales Certification, AWS Business Professional Accreditation"
IT SALES DIRECTOR,"Leads IT sales teams, developing sales strategies and managing customer relationships.","Customer Relationship Management, Sales Leadership, Sales Strategy, Team Management","Salesforce Sales Cloud Consultant, Microsoft Certified: Dynamics 365 Sales Functional Consultant"
TECHNOLOGY MANAGER,"Manages IT teams and projects, ensuring efficient operations.","Agile, Budgeting, Communication, IT Management, Leadership, Project Management, Project Planning, Scrum, Team Leadership","Certified Information Systems Security Professional (CISSP), ITIL 4 Managing Professional"
TECHNOLOGY ASSISTANT,Provides technical and administrative support to IT teams.,"Administrative Support, Hardware/Software, Technical Support, Troubleshooting","CompTIA IT Fundamentals+, Microsoft Office Specialist (MOS)"
TECHNOLOGY SPECIALIST,"Provides technical expertise and support, resolving complex IT issues.","IT Support, Problem Solving, Technical Expertise, Troubleshooting","AWS Certified Solutions Architect, Microsoft Certified: Azure Solutions Architect Expert"
DIRECTOR ORACLE,"Manages Oracle database teams and projects, ensuring efficient operations.","Budgeting, Oracle Database, Project Management, Team Leadership","Oracle Certified Master (OCM), Oracle Cloud Infrastructure Architect Professional"
KNOWLEDGE MANAGER,"Manages knowledge assets, ensuring information is accessible and organized.","Agile, Budgeting, Collaboration, Communication, Documentation, Information Architecture, Knowledge Management, Leadership, Project Planning, Scrum","Knowledge-Centered Service (KCS) Certification, Certified Knowledge Manager (CKM)"
MANAGER HARDWARE,"Manages hardware resources, leading teams and overseeing hardware operations.","Agile, Budgeting, Communication, Hardware Management, Inventory Management, Leadership, Project Planning, Scrum, Team Leadership","CompTIA Server+, Cisco Certified Network Professional (CCNP)"
SHAREPOINT MANAGER,"Manages SharePoint environments, leading teams and ensuring efficient collaboration.","Agile, Budgeting, Collaboration, Communication, Leadership, Project Management, Project Planning, Scrum, SharePoint, Team Leadership","Microsoft Certified: Power Platform Solution Architect, Microsoft 365 Certified: Teams Administrator Associate"
REQUIREMENTS MANAGER,"Manages requirements for IT projects, ensuring they are well-defined and communicated.","Adobe XD, Agile, Analysis, Budgeting, CSS, Communication, Documentation, Figma, HTML, JavaScript, Leadership, Project Planning, Requirements Gathering, Scrum, Wireframing","Certified Business Analysis Professional (CBAP), PMI Professional in Business Analysis (PMI-PBA)"
IMPLEMENTATION DIRECTOR,"Manages IT project implementations, leading teams and ensuring successful deployments.","Communication, Implementation Management, Project Management, Team Leadership","PMP (Project Management Professional), Certified SAFe 6 Agilist"
TECHNOLOGY OFFICER,"Provides technology leadership, defining IT strategy and driving innovation.","IT Strategy, Innovation, Leadership, Project Management","Certified Chief Information Security Officer (CCISO), ITIL 4 Strategic Leader"
DIRECTOR BUSINESS SYSTEMS,"Manages business systems, leading teams and improving business processes.","Backup, Business Systems, Linux, Process Improvement, Project Management, Shell Scripting, Team Leadership, Virtualization, Windows Server","Salesforce Certified Technical Architect, Microsoft Certified: Dynamics 365 Fundamentals"
MANAGER NET,"Manages .NET development teams and projects, ensuring efficient development practices.",".NET Framework, Agile, Budgeting, Communication, Leadership, NET Development, Project Management, Project Planning, Scrum, Team Leadership","Microsoft Certified: Azure Developer Associate, Microsoft Certified: Azure Solutions Architect Expert"
SYSTEMS INTEGRATION MANAGER,"Manages systems integration projects, leading teams and ensuring successful integration.","Agile, Backup, Budgeting, Communication, Leadership, Linux, Project Management, Project Planning, Scrum, Shell Scripting, Systems Integration, Team Leadership, Virtualization, Windows Server","TOGAF 9 Certified, Microsoft Certified: Azure Integration Architect"
DIGITAL PROGRAM MANAGER,"Manages digital programs, leading teams and ensuring successful execution.","Agile, Budgeting, Communication, Digital Strategy, Leadership, Program Management, Project Planning, Scrum, Team Leadership","Agile Certified Practitioner (PMI-ACP), Certified Scrum Product Owner (CSPO)"
INTEGRATION DIRECTOR,"Manages integration projects, leading teams and ensuring successful integration.","Communication, Integration Management, Project Management, Team Leadership"," IBM Certified Integration Architect, AWS Certified Solutions Architect - Professional"
DIRECTOR HARDWARE,"Manages hardware resources, leading teams and developing hardware strategies.","Budgeting, Hardware Management, Strategic Planning, Team Leadership","Cisco Certified Design Expert (CCDE), CompTIA Server+"
MANAGER LINUX,"Manages Linux systems and teams, ensuring efficient operations and troubleshooting issues.","Agile, Budgeting, Communication, Design Thinking, Leadership, Linux Administration, Project Management, Project Planning, Prototyping, Scrum, Team Leadership, Troubleshooting, Usability Testing, User Research","Red Hat Certified Engineer (RHCE), Linux Professional Institute Certification (LPIC-2)"
MANAGER PHP,"Manages PHP development teams and projects, ensuring efficient development practices.","Agile, Budgeting, Communication, Leadership, PHP Development, Project Management, Project Planning, Scrum, Team Leadership, Web Development","Zend Certified PHP Engineer, Laravel Certification"
FIRMWARE MANAGER,"Manages firmware development teams and projects, ensuring efficient development practices.","Agile, Budgeting, Communication, Embedded Systems, Firmware Development, Leadership, Project Management, Project Planning, Scrum, Team Leadership","Certified Embedded Systems Engineer (CESE), Arm Certified Embedded Engineer"
IT PROGRAM ENGAGEMENT DIRECTOR,"Manages IT program engagements, building customer relationships and leading teams.","Customer Relationship Management, IT Program Management, Stakeholder Management, Team Leadership","PMP (Project Management Professional), ITIL 4 Strategic Leader"
MANAGER UNIX,"Manages UNIX systems and teams, ensuring efficient operations and troubleshooting issues.","Agile, Budgeting, Communication, Leadership, Project Management, Project Planning, Scrum, Team Leadership, Troubleshooting, UNIX Administration","Red Hat Certified Engineer (RHCE), Linux Professional Institute Certification (LPIC-2)"
TECHNOLOGY ADOPTION MANAGER,"Manages technology adoption initiatives, providing training and communication to ensure successful adoption.","Agile, Budgeting, Change Management, Communication, Leadership, Project Planning, Scrum, Technology Adoption, Training","AWS Certified Cloud Practitioner, ITIL 4 Digital & IT Strategy"
IT SUPPORT SPECIALIST,"Provides technical support to end-users, resolving hardware and software issues.","Customer Service, Hardware/Software, Technical Support, Troubleshooting"," CompTIA A+, Microsoft 365 Certified: Modern Desktop Administrator Associate"
CUSTOMER SERVICE REPRESENTATIVE,"Provides customer service, resolving issues and providing technical support.","Communication, Customer Service, Problem Solving, Technical Support"," ITIL Foundation, Google IT Support Professional Certificate"
TECHNICAL PRODUCT MANAGER,"Manages technical products, defining product strategy and gathering requirements.","Agile, Budgeting, Communication, Leadership, Market Analysis, Market Research, Product Management, Project Planning, Requirements Gathering, Roadmaps, Scrum, Stakeholder Management, Technical Expertise","Certified Scrum Product Owner (CSPO), Pragmatic Institute Certification"
PROJECT MANAGER,"Manages projects, ensuring they are completed on time and within budget.","Agile, Budgeting, Communication, Execution, Leadership, Planning, Project Management, Project Planning, Scrum","PMP (Project Management Professional), Certified ScrumMaster (CSM)"
PROGRAM MANAGER,"Manages programs, ensuring they are completed on time and within budget.","Agile, Budgeting, Communication, Execution, Leadership, Planning, Program Management, Project Planning, Scrum"," PMI Program Management Professional (PgMP), SAFe Program Consultant (SPC)"
PORTFOLIO MANAGER,"Manages investment portfolios, assessing risk and making investment decisions.","Agile, Budgeting, Communication, Financial Analysis, Investment Management, Leadership, Portfolio Management, Project Planning, Risk Management, Scrum","PMI Portfolio Management Professional (PfMP), MoP (Management of Portfolios) Certification"
CHIEF INFORMATION OFFICER (CIO),"Leads IT organizations, defining IT strategy and overseeing IT operations.","Budgeting, IT Strategy, Leadership, Project Management","Certified Information Systems Security Professional (CISSP), Certified Chief Information Officer (CCIO)"
CHIEF TECHNOLOGY OFFICER (CTO),"Leads technology initiatives, driving innovation and overseeing research and development.","Innovation, Research and Development, Team Leadership, Technology Strategy","TOGAF 9 Certified, AWS Certified Solutions Architect - Professional"
IT DIRECTOR,"Manages IT teams and projects, ensuring efficient operations.","Budgeting, IT Management, Project Management, Team Leadership","ITIL 4 Managing Professional, Certified Information Security Manager (CISM)"
TECHNICAL OPERATIONS OFFICER,"Manages technical operations, ensuring the stability and performance of IT systems.","Incident Response, Infrastructure Management, System Administration, Technical Operations"," ITIL 4 Leader: Digital & IT Strategy, AWS Certified DevOps Engineer - Professional"
INFORMATION MANAGEMENT SYSTEMS DIRECTOR,"Manages information management systems, ensuring data is accessible and secure.","Backup, Compliance, Data Management, Information Management, Linux, Shell Scripting, Systems Administration, Virtualization, Windows Server","Certified Information Systems Auditor (CISA), Data Management Association (DAMA) Certification"
SENIOR IT CONSULTANT,"Provides IT consulting services, managing projects and providing technical expertise.","Client Management, IT Consulting, Project Management, Technical Expertise","Certified Management Consultant (CMC), Certified Information Systems Security Professional (CISSP)"
TECHNICAL LEAD,"Leads technical teams, providing guidance and mentoring team members.","Mentoring, Software Development, Team Leadership, Technical Leadership","AWS Certified Solutions Architect, Google Professional Cloud Architect"
IT APPRENTICE,"Provides technical support to end-users, learning IT concepts and developing technical skills.","Customer Service, Learning Agility, Technical Support, Troubleshooting","CompTIA IT Fundamentals+, Google IT Support Certificate"
IT TECHNICIAN,"Provides technical support to end-users, resolving hardware and software issues.","Hardware/Software, Networking, Technical Support, Troubleshooting","CompTIA A+, Microsoft 365 Certified: Modern Desktop Administrator Associate"
IT SYSTEMS ADMINISTRATOR,"Manages and maintains IT systems, ensuring stability and performance.","Backup, Linux, Linux/Windows Servers, Scripting, Shell Scripting, System Administration, Troubleshooting, Virtualization, Windows Server","Microsoft Certified: Azure Administrator Associate, Red Hat Certified System Administrator (RHCSA)"
IT ENGINEER,"Engineers IT systems, ensuring scalability, reliability, and security.","Cloud Computing, Networking, Security, System Engineering","AWS Certified Solutions Architect, Cisco Certified Network Associate (CCNA)"
COMPUTER NETWORK SPECIALIST,"Manages and maintains computer networks, ensuring stability and security.","CCNA, Firewalls, Linux, Networking, Routers, Security, Switches, System Administration, Troubleshooting","CompTIA Network+, Cisco Certified Network Professional (CCNP)"
COMPUTER AND INFORMATION RESEARCH SCIENTIST,Conducts research in computer science and develops new technologies.,"Data Analysis, Programming, Research Methodologies, Scientific Writing","Certified AI Engineer (CAE), TensorFlow Developer Certificate"
COMPUTER AND INFORMATION RESEARCH MANAGER,Manages computer and information research projects and teams.,"Agile, Budgeting, Communication, Leadership, Project Management, Project Planning, Research Management, Scrum, Team Leadership"," Google Machine Learning Engineer Certification, AWS Certified Machine Learning - Specialty"
SOFTWARE DEVELOPMENT MANAGER,"Manages software development teams and projects, ensuring efficient development practices.","Agile, Budgeting, Communication, Leadership, Project Management, Project Planning, Scrum, Software Architecture, Software Development, Team Leadership","PMP (Project Management Professional), Certified ScrumMaster (CSM)"
SOFTWARE DEVELOPMENT ENGINEER,"Develops software applications, implementing algorithms and solving complex problems.","Algorithm Design, Problem Solving, Programming Languages, Software Development","AWS Certified Developer, Microsoft Certified: Azure Developer Associate"
APPLICATION DESIGNER,"Designs software applications, ensuring usability and functionality.","Application Design, Canva, Figma, Illustrator, Photoshop, Programming Languages, Software Architecture, UI/UX Principles","Google UX Design Certificate, Nielsen Norman Group UX Certification"
APPLICATION ENGINEER,"Develops and maintains software applications, troubleshooting issues and ensuring stability.","Application Development, Programming Languages, System Administration, Troubleshooting","AWS Certified DevOps Engineer, Google Cloud Professional Data Engineer"
LEAD PROGRAMMER,"Leads programming teams, providing technical guidance and mentoring team members.","Mentoring, Programming Languages, Software Development, Team Leadership","Microsoft Certified: Azure Developer Associate, Google Professional Cloud Developer"
ITERATION MANAGER,"Facilitates agile development teams, ensuring efficient iteration and collaboration.","Agile, Agile Methodologies, Budgeting, Communication, Kanban, Leadership, Project Planning, Scrum, Team Facilitation"," SAFe 6 Agilist Certification, Certified Scrum Professional (CSP)"
WEBMASTER,"Manages websites, ensuring functionality, security, and content quality.","Content Management, System Administration, Web Design, Web Development","Google Analytics Individual Qualification, HubSpot CMS for Developers Certification"
UX/UI RESEARCHER,Conducts user research and usability testing to inform design decisions.,"Adobe XD, CSS, Data Analysis, Design Thinking, Figma, HTML, JavaScript, Prototyping, Reporting, Usability Testing, User Research, Wireframing","Nielsen Norman Group UX Certification, Google UX Design Certificate"
UX/UI SPECIALIST,"Designs user interfaces and experiences, ensuring usability and aesthetic appeal.","Adobe XD, CSS, Design Thinking, Figma, HTML, JavaScript, Prototyping, UX/UI Design, Usability Testing, User Research, Wireframing"," Interaction Design Foundation (IDF) Certification, HFI Certified Usability Analyst"
ANIMATOR,"Creates animations for various media, including films, games, and websites.","2D/3D Animation, Animation Software, Storyboarding, Visual Effects","Adobe Certified Professional (ACP) in After Effects, Toon Boom Harmony Certification"
MOTION GRAPHICS ARTIST,Creates motion graphics and visual effects for various media.,"Animation Software, Graphic Design, Motion Graphics, Visual Effects","Adobe Certified Professional (ACP) in Motion Graphics, Cinema 4D Certification"
2D ARTIST/ANIMATOR,Creates 2D animations for various media.,"2D Animation, Animation Software, Drawing, Illustration","Toon Boom Certified Artist, Autodesk SketchBook Certification"
3D ARTIST/ANIMATOR,Creates 3D animations for various media.,"3D Animation, Modeling, Rigging, Texturing"," Autodesk Maya Certified Professional, Blender Cloud Certification"
CHARACTER DESIGNER,"Designs characters for animation, games, and other media.","Animation, Canva, Character Design, Drawing, Figma, Illustration, Illustrator, Photoshop"," Concept Art Academy Certification, Schoolism Character Design Course"
STORYBOARD ARTIST,"Creates storyboards for films, animations, and other media.","Drawing, Film/Animation, Storyboarding, Visual Communication","Storyboard Pro Certification, Animation Mentor Storyboarding Course"
VFX ARTIST,"Creates visual effects for films, television, and other media.","3D Modeling, Compositing, Simulation, Visual Effects","Adobe Certified Professional in After Effects, Autodesk Maya Certified User"
RIGGING ARTIST,Creates rigs for animating 3D characters.,"3D Modeling, Animation, Character Setup, Rigging","Autodesk Maya Certified Professional, Houdini Certification (SideFX)"
TECHNICAL ANIMATOR,Develops tools and workflows for animation production.,"Animation Software, Programming, Scripting, Technical Animation","Certified Technical Artist (Unity), Unreal Engine Technical Animator Certification"
ART DIRECTOR,"Leads art teams, providing visual direction and ensuring aesthetic consistency.","Art Direction, Project Management, Team Leadership, Visual Design","Adobe Certified Professional in Photoshop & Illustrator, Gnomon School of Visual Effects Certification"
ANIMATION DIRECTOR,"Directs animation projects, ensuring artistic quality and storytelling effectiveness.","Animation Direction, Project Management, Storytelling, Team Leadership","Toon Boom Harmony Certification, School of Motion Animation Bootcamp"
VISUAL EFFECTS ANIMATOR,"Creates visual effects for films, television, and other media.","3D Modeling, Animation, Compositing, Visual Effects","Autodesk Maya Certified Professional, Nuke Certification (Foundry)"
GRAPHIC EFFECTS SUPERVISOR,"Supervises visual effects projects, ensuring technical and artistic quality.","Project Management, Team Leadership, Technical Expertise, Visual Effects Supervision","SideFX Houdini FX Certification, Autodesk 3ds Max Certification"
FORENSIC ANIMATOR,"Creates animations for legal presentations, visualizing forensic evidence.","3D Modeling, Forensic Animation, Legal Expertise, Visual Communication","Certified Forensic Video Technician (LEVA), Blender Forensics Course"
COMPOSITOR,"Combines visual elements to create final images for films, television, and other media.","Color Correction, Compositing, Image Manipulation, Visual Effects","Nuke Certified Artist (Foundry), Adobe Certified Professional in After Effects"
EFFECTS TECHNICAL DIRECTOR (FX TD),Develops technical solutions for visual effects production.,"Problem Solving, Scripting, Technical Expertise, Visual Effects","SideFX Houdini FX Certification, Pixar's RenderMan Certification"
LAYOUT ARTIST,"Creates layouts for animated scenes, determining camera angles and composition.","3D Modeling, Cinematography, Layout, Visual Storytelling","Autodesk Maya Certified User, Concept Art Academy Certification"
AI RESEARCHER,"Conducts research in artificial intelligence and machine learning, developing new algorithms and techniques.","AI/ML Algorithms, Data Analysis, Deep Learning, Neural Networks, PyTorch, Python, Research Methodologies, TensorFlow","Google TensorFlow Developer Certificate, IBM AI Engineering Professional Certificate"
AI SOFTWARE ARCHITECT,"Designs and implements AI software systems, ensuring scalability and performance.","AI/ML Architecture, Cloud Computing, Data Modeling, Deep Learning, Neural Networks, PyTorch, Python, Software Design, TensorFlow","Microsoft Certified: Azure AI Engineer Associate, AWS Certified Machine Learning - Specialty"
BUSINESS INTELLIGENCE DEVELOPER,"Develops business intelligence solutions, creating reports and dashboards.","Business Intelligence Tools, C++, Data Modeling, ETL Processes, Git, Java, OOP, Python, REST APIs, SQL","Microsoft Certified: Power BI Data Analyst, Tableau Desktop Specialist"
